"KPI_ID","KPI_NAME","SRC_FILE","PAGE_NUM","ITEM_IDS","POS_X","POS_Y","RAW_TXT","YEAR","VALUE","SCORE","UNIT","MATCH_TYPE","CLASSIFIED"
"6","Scope 1 / Direct total GHGs emissions","Deutsche Bank_2019_EN.pdf","76","[31]","0.584672268907563","0.2570308788598575","(3.4)","2019","(3.4)","69443.15092873244","Scope 1, direct GHG emissions","AT.indirect","None"
