KPI_ID,KPI_NAME,SRC_FILE,PAGE_NUM,ITEM_IDS,POS_X,POS_Y,RAW_TXT,YEAR,VALUE,SCORE,UNIT,MATCH_TYPE
6,Scope 1 / Direct total GHGs emissions,OTP Bank_Bank_EN_2021,92,-,-,-,"6,781",2017,"6,781",-,-,-
6,Scope 1 / Direct total GHGs emissions,OTP Bank_Bank_EN_2021,92,-,-,-,"6,714",2018,"6,714",-,-,-
6,Scope 1 / Direct total GHGs emissions,OTP Bank_Bank_EN_2021,92,-,-,-,"6,779",2019,"6,779",-,-,-
6,Scope 1 / Direct total GHGs emissions,OTP Bank_Bank_EN_2021,92,-,-,-,"6,078",2020,"6,078",-,-,-
6,Scope 1 / Direct total GHGs emissions,OTP Bank_Bank_EN_2021,92,-,-,-,"6,548",2021,"6,548",-,-,-
9,Scope 2 Market Energy indirect total GHGs emissions,OTP Bank_Bank_EN_2021,91,-,-,-,"12,973",2018,"12,973",-,-,-
9,Scope 2 Market Energy indirect total GHGs emissions,OTP Bank_Bank_EN_2021,91,-,-,-,"8,640",2019,"8,640",-,-,-
9,Scope 2 Market Energy indirect total GHGs emissions,OTP Bank_Bank_EN_2021,91,-,-,-,"8,350",2020,"8,350",-,-,-
9,Scope 2 Market Energy indirect total GHGs emissions,OTP Bank_Bank_EN_2021,91,-,-,-,"8,369",2021,"8,369",-,-,-
10,Scope 2 Location Energy indirect total GHGs emissions,OTP Bank_Bank_EN_2021,92,-,-,-,"8,600",2017,"8,600",-,-,-
10,Scope 2 Location Energy indirect total GHGs emissions,OTP Bank_Bank_EN_2021,92,-,-,-,"10,540",2018,"10,540",-,-,-
10,Scope 2 Location Energy indirect total GHGs emissions,OTP Bank_Bank_EN_2021,92,-,-,-,"10,786",2019,"10,786",-,-,-
10,Scope 2 Location Energy indirect total GHGs emissions,OTP Bank_Bank_EN_2021,92,-,-,-,"9,883",2020,"9,883",-,-,-
10,Scope 2 Location Energy indirect total GHGs emissions,OTP Bank_Bank_EN_2021,92,-,-,-,"9,904",2021,"9,904",-,-,-
